identifier,village_name,lat,lon,viirs_radiance,solar_radiation_j,landuse_code,terrain_slope_deg,ndvi,worldpop_density,rainfall_mm
,Boukabo Kparou,9.52411,3.109603,0.3075,6.10969529078776E8,20,1.0046788,0.3750749,0.29364902,1198.3202095627785
,Location #10425,11.038275,2.416709,0.34916666,6.49371812078776E8,40,1.0211986,0.3265922,0.27221435,1081.3729676902294
,Location #10406,6.563938,1.694673,0.45333332,5.47352713578776E8,30,0.07780102,0.64157695,2.540513,1230.9741144180298
,Ouenou,9.969781,3.547478,0.2925,6.354164889121094E8,20,0.8768948,0.38240016,0.2886254,1258.4874364435673
,Simpérou,11.297391,2.516703,0.395,6.540374072454427E8,40,0.44155616,0.34324527,1.1814859,1009.1083765206859
,Bonhoun-Gando,9.760933,2.756827,0.33916667,6.16478116078776E8,20,1.0068755,0.3167143,0.29963562,1235.2044433355331
,Location #10648,8.237434,2.322168,0.3025,5.75699458578776E8,20,0.76909095,0.41490293,0.23852511,1190.2376503944397
,Agbangnizoun,7.086671,1.906461,0.325,5.548588109121094E8,10,2.7132242,0.52267814,1.4831384,1192.786624521017
,Location #10505,6.9773,2.131,0.3475,5.43867916578776E8,30,0.32913986,0.56916517,0.53035545,1338.242682337761
,Kandi,11.013702,2.925629,0.31,6.51544925078776E8,40,1.1618752,0.32878622,0.6436334,1047.140537261963
,Location #10571,10.889183,1.00016,0.30333334,6.355386089121094E8,40,0.9480345,0.26837397,0.6049349,1006.8805810809135
,Tabota,10.403382,1.025833,0.28416666,6.228774414121094E8,40,1.1785811,0.32368612,1.0827792,1074.0179079771042
,Dérassi,10.14376,3.279197,0.315,6.352367164121094E8,40,0.7343787,0.38215777,0.55407387,1155.2669095396996
,Location #10588,7.77399,2.540449,0.2775,5.613823664121094E8,20,0.8013496,0.4681729,0.20545292,1087.6866807937622
,Gounarou,10.933489,2.920329,0.31,6.49934182578776E8,40,0.4228604,0.29726923,0.29028946,996.3433910608292
,GNEL KIRADJÈ,9.889422,3.456051,0.29333332,6.32447581578776E8,20,1.3229842,0.39696145,0.37037578,1329.8059572726488
,Location #10549,11.047236,2.774414,0.3175,6.51455621578776E8,40,0.7131891,0.2913025,0.6442602,1023.5691317766905
,Location #10403,11.013283,2.812528,0.29666665,6.51455621578776E8,40,0.5979494,0.3142683,0.92144763,1016.354237370193
,Kandi,11.042485,2.822806,0.27416667,6.51455621578776E8,40,0.66201943,0.29229772,0.696201,1016.354237370193
,Tomi,9.784689,1.473616,0.34166667,6.123462917454427E8,40,1.2277628,0.34413218,0.5626209,1329.6818469762802
,Gbéssakpérou,10.424843,3.003647,0.28916666,6.38821771078776E8,20,0.7000085,0.3787475,0.40748793,1168.8648164272308
,Fafa,11.209856,2.99617,0.3025,6.538297532454427E8,40,1.1736766,0.24752907,0.6149125,915.6436545848846
,Daanon Kpota,7.417071,2.049038,0.37666667,5.64970723578776E8,40,1.3601838,0.5211483,0.5593567,1208.4807827472687
,Location #10578,11.247415,2.193256,0.36666667,6.508290629121094E8,40,1.466081,0.3279514,0.54471993,1027.388028293848
,Guénéssama,10.791149,3.422583,0.3325,6.498497132454427E8,40,1.1041259,0.2970549,0.20724832,1138.015096127987
,Ouenou,9.981603,3.413147,0.31833333,6.34120653078776E8,30,0.97984827,0.38526458,0.33565047,1265.2677537351847
,Aklampa,8.185543,2.156892,0.34083334,5.777858564121094E8,10,0.7399997,0.49867555,1.0869578,1196.9112207889557
,Sanrou,11.194442,2.856586,0.31666666,6.53691659578776E8,40,0.35102504,0.26348522,0.6149285,977.6752547733486
,Location #10193,10.501883,1.143237,0.3475,6.24839764078776E8,40,1.1510895,0.36301494,0.31813097,1007.9803521931171
,Taba,9.233697,1.755833,0.285,6.009615692454427E8,20,0.54811925,0.30189228,0.27503103,1390.3446443080902
,Location #10149,10.666288,3.543888,0.33916667,6.490952557454427E8,40,0.89560556,0.3190418,0.14822413,1184.5022983551025
,Kouaba,10.241943,1.236156,0.34916666,6.17514789578776E8,30,1.6085601,0.40066782,0.4468115,1229.428267300129
,Ouroumon,9.92219,3.247564,0.405,6.27894537078776E8,40,1.2386067,0.3133788,0.84816915,1358.0110298097134
,Banamè,7.365825,2.314984,0.39416665,5.581057659121094E8,10,1.7063525,0.38087744,0.5858021,1198.5919122695923
,Zoungou-Pantrossi,10.721907,2.930385,0.31083333,6.45780966578776E8,30,0.69558406,0.3133645,0.26303184,1069.4782464578748
,El Hadj Halidou Kparou,9.369784,3.103929,0.29666668,6.074321369121094E8,10,0.22009426,0.39931622,0.29498103,1223.5481697320938
,Location #10096,6.898385,2.738121,0.3625,5.229663982454427E8,20,0.49709445,0.6396482,1.3388896,1418.8928384184837
,Location #10262,10.636602,0.998275,0.31666666,6.278940044121094E8,40,0.39436895,0.28698054,0.61123073,1033.4279268980026
,Location #10092,7.52669,1.919321,0.3325,5.74994682578776E8,10,1.0519449,0.44707412,0.43815145,1164.3541071414948
,Atchabita,6.924371,2.466311,0.325,5.268348062454427E8,10,1.2622309,0.65987885,1.6310503,1314.847562611103
,Materi,10.641905,1.011236,0.31833333,6.278940044121094E8,40,0.478138,0.296656,0.7167009,997.088256239891
,Kpebera,10.435961,2.701648,0.32166666,6.37429191578776E8,40,0.489647,0.30795437,0.436431,1121.2572693228722
,Doussou Goungoun,12.359,2.885736,0.32583332,6.722816674121094E8,40,0.0,0.34714124,0.37522605,726.5852733850479
,Allahé,7.170359,2.287166,0.36416668,5.477372944121094E8,10,1.3512927,0.44913715,2.54001,1181.041000366211
,Location #10321,11.113539,2.475072,0.29,6.512443064121094E8,40,0.6083943,0.273242,0.33686665,1032.142870310694
,Grand-Popo,6.316206,1.921253,0.3175,0.0,95,0.10964023,0.3816454,3.416476,1213.9771854877472
,Location #10219,10.26983,1.992123,0.31916666,6.283696437454427E8,40,1.1935813,0.31551734,1.6567549,1181.2432076334953
,Location #10202,7.400816,2.351721,0.325,5.54782894078776E8,10,1.4825402,0.43273437,0.3118792,1215.646659374237
,Location #10138,7.061271,2.178564,0.37833333,5.45932524078776E8,10,0.4166572,0.5671962,1.464787,1254.010344862938
,Goro,8.921718,2.52342,0.34,5.880258189121094E8,20,1.0077193,0.37459928,0.427895,1286.6057300567627
,Location #10284,7.540712,1.69621,0.315,5.802411947454427E8,10,1.6523392,0.5333513,1.0880079,1189.6071629226208
,Donwari,11.142371,2.90797,0.5,6.529507797454427E8,40,0.38913742,0.24687877,2.580032,990.3182564526796
,Oko-Akaré,6.913938,2.6678,0.33833334,5.229663982454427E8,10,2.4946456,0.595598,3.4423041,1320.5345382615924
,Location #10246,6.6586,2.543082,0.395,5.2624758507877606E8,10,0.24590807,0.55928904,2.3532777,1277.162319779396
,Atchonsa,6.862581,2.495977,0.35,5.268348062454427E8,10,3.4992228,0.600483,0.79603064,1342.9942299127579
,Ouadjito,6.541354,2.01171,0.49833333,5.46331455578776E8,30,0.83709407,0.55838645,4.4124866,1289.4557218551636
,Location #10264,7.521374,1.873576,0.32833335,5.74994682578776E8,40,1.097678,0.44512844,0.24285309,1194.4313535690308
,Libantè,10.695653,3.756074,0.31166667,6.507528232454427E8,30,0.5718757,0.29557276,0.21979257,1184.406270623207
,Dan,7.3071,2.071223,0.37916666,5.59587656078776E8,10,0.77677965,0.50886905,1.349573,1261.4803447723389
,Location #10228,6.825215,1.884396,0.36583334,5.41829331578776E8,10,0.24598429,0.5620514,2.737303,1201.296867609024
,KONGARÉ,9.906206,3.469923,0.30583334,6.32447581578776E8,20,1.5944096,0.4013988,0.2789784,1283.7803766280413
,Alassane-Bah Biô Bo,11.042066,3.591209,0.28583333,6.535913782454427E8,40,0.55169034,0.26378915,0.35336304,1089.2031143307686
,Location #10297,6.760946,2.249708,0.38083333,5.3450409957877606E8,10,0.470221,0.5445111,1.436876,1328.347893834114
,Ahouango,6.659747,2.026642,0.40666667,5.38477307578776E8,10,2.0337298,0.68765116,2.155366,1142.8547919988632
,DÉMA - GOUDÉMA,9.753247,3.152203,0.3225,6.242884952454427E8,40,1.4977274,0.4044115,0.3226982,1269.461831241846
,Location #10344,8.365687,2.218552,0.37416667,5.807454589121094E8,20,0.9038599,0.4369626,0.2068456,1187.4480916410685
,Toura,11.197655,2.368777,0.35916665,6.51691481078776E8,40,0.7393241,0.2759552,1.404536,1049.5266525875777
,Location #10191,10.996617,2.798593,0.33333334,6.51455621578776E8,40,0.4985249,0.25891182,0.73533857,993.8887461423874
,Kodé,6.76727,2.510356,0.375,5.2587103107877606E8,10,2.0362067,0.63789374,1.2678714,1328.2759712934494
,Aifa,6.779845,2.268197,0.35833332,5.321815842454427E8,10,2.3466501,0.5513173,1.1934087,1345.2329322099686
,Wassa-Maro,10.22787,2.052166,0.38166666,6.270230647454427E8,40,0.52015424,0.35528496,0.98941886,1114.2408649921417
,Setto,7.511398,2.075429,0.66583335,5.68485546078776E8,50,1.5607272,0.106054954,3.6927233,1182.7750281095505
,Golo-Djigbé,6.505078,2.254354,0.7625,5.391863947454427E8,10,1.0573746,0.5458515,2.0799544,1280.7117369174957
,Location #10179,11.575476,2.399638,0.32916665,6.542868282454427E8,20,0.5011838,0.39156842,0.35207218,923.7556375265121
,Location #10103,10.995744,2.816617,0.31916666,6.51455621578776E8,40,0.69558406,0.2847409,0.7919339,993.8887461423874
,Ouara,10.701188,2.611172,0.29333332,6.443727679121094E8,40,0.31900987,0.27133465,0.21929352,1058.5941689610481
,Douroubé,9.421427,2.706249,0.35333332,6.020578277454427E8,20,0.94763136,0.39782235,0.7538291,1194.331038594246
,Location #10107,9.801847,1.911471,0.32750002,6.15418612078776E8,40,0.89333624,0.3213947,0.59711504,1354.871698975563
,Kpénati,10.163044,2.393457,0.44833332,6.29483820078776E8,40,1.5474349,0.3215627,1.3691139,1059.4943429231644
,Lolo,11.272396,3.076198,0.31666666,6.557582664121094E8,40,0.54672974,0.30693457,1.1388861,909.854668430984
,Donwari,11.203058,2.812462,0.325,6.536332714121094E8,40,0.4571257,0.27648348,0.7396079,930.5124481320381
,Possotomè,6.547368,1.96063,0.5516667,5.46331455578776E8,30,2.0929227,0.42401493,3.5507152,1280.535520017147
,Location #10298,6.814858,2.321526,0.34583333,5.321815842454427E8,10,0.885094,0.59238625,1.3065758,1376.8191713094711
,Location #10168,9.469519,1.528556,0.31833333,6.079499149121094E8,30,0.7423316,0.3503225,0.38280988,1392.2548795938492
,Location #10351,9.6918,1.792632,0.38083333,6.130515314121094E8,20,0.8930615,0.44205996,0.727907,1327.1618990898132
,Location #10317,9.674702,1.889201,0.32,6.134465337454427E8,20,0.5466714,0.4663368,0.4843879,1326.832139492035
,Location #10207,10.458673,1.061071,0.37416667,6.24839764078776E8,40,1.1029277,0.27799398,0.92592746,1027.5082430243492
,Fondo,11.025234,3.618418,0.2525,6.535913782454427E8,40,0.44134444,0.2618479,0.24365816,1110.3114107847214
,Location #10282,11.321376,1.949375,0.3125,6.486218824121094E8,30,0.7395544,0.35299796,0.15315092,1011.1339047625661
,Bohicon,7.154551,2.192282,0.39000002,5.51064295078776E8,40,0.5192846,0.3662248,3.3712077,1201.4747751951218
,Taba,9.292574,1.646775,0.32416666,6.034461717454427E8,20,0.8167335,0.3395623,0.29395252,1494.9724816083908
,Guinagourou,9.593775,2.920319,0.3225,6.103623992454427E8,30,0.94481075,0.35096443,0.69644856,1198.6001287698746
,Location #10221,6.770571,2.298805,0.35,5.321815842454427E8,10,1.3843005,0.5326273,1.3879646,1345.2329322099686
,Takotiéta,10.30767,1.039993,0.335,6.20437152078776E8,40,2.0155265,0.32161716,0.67753327,1101.1168597340584
,Donwari,11.070052,2.806522,0.31916666,6.52875665578776E8,20,0.22069208,0.32058567,0.76146823,1011.7569805048406
,Dantcha,10.469201,2.643659,0.29583335,6.39560985078776E8,40,0.5501772,0.28683653,0.27117628,1088.7510217428207
,Poto,11.319192,2.571877,0.33583334,6.543057687454427E8,40,0.3190508,0.30296794,0.5051859,1014.3621730804443
,Location #10294,8.273681,2.114349,0.32583335,5.812196529121094E8,20,0.64364314,0.50015223,0.3317634,1279.3156553506851
,Cobli,10.499772,1.085584,0.485,6.24839764078776E8,40,0.7989228,0.3690747,0.72049886,1027.5082430243492
,Doh,10.364073,1.945706,0.30083334,6.293233377454427E8,30,1.1885201,0.3388529,0.36628518,1159.3949844837189
,Kerou Bagou,10.790915,2.72726,0.29916668,6.47354468078776E8,40,0.5634391,0.28731275,0.57736856,1058.0609803795815
,Location #10158,9.635032,1.920512,0.32916668,6.110783024121094E8,30,0.94385487,0.38353238,0.39352477,1309.2527697086334
,Location #10174,9.564508,1.956284,0.3125,6.111751337454427E8,40,1.1796842,0.44625854,0.5226933,1317.141719698906
,Korontière,10.239301,0.977852,0.33416668,6.178929622454427E8,40,0.713097,0.28112543,0.5548889,1106.883119046688
,Houndossodégon,7.36757,2.115357,0.36416668,5.64970723578776E8,20,2.494616,0.35462123,1.5829492,1257.3107507228851
,Location #10283,7.016116,1.817133,0.42166665,5.517152447454427E8,40,0.46723613,0.43744877,3.602397,1174.3161127567291
,Mlinkpin-Guingnin,7.327108,2.151181,0.29083332,5.59587656078776E8,30,1.5937567,0.402053,1.3016863,1237.8802371025085
,Boukombé,10.166668,1.088753,0.34,6.175493084121094E8,40,1.031916,0.32991177,0.96718335,1116.7672371864319
,Location #10156,8.295645,2.097482,0.34083334,5.812196529121094E8,10,1.0269938,0.44678828,0.47453803,1238.0107971429825
,Yinwonnou,6.815786,2.542693,0.345,5.2587103107877606E8,10,0.46703506,0.55984944,1.1559938,1329.8953474760056
,Setto,7.513571,2.140728,0.3475,5.68485546078776E8,20,1.051942,0.3780811,0.4587089,1193.9187905788422
,Golo-Djigbé,6.535164,2.296636,0.68583333,5.391863947454427E8,10,0.15559137,0.58983344,4.7804956,1280.7117369174957
,Affèssèda,6.912205,2.593878,0.35916668,5.246824102454427E8,10,0.2793034,0.41982767,3.1134222,1261.2382296323776
,Boukounourou,9.484533,3.090823,0.29166666,6.10969529078776E8,20,1.3868092,0.37383655,0.28993008,1225.4524035453796
,Sonsoro,11.067114,2.800462,0.31666666,6.52875665578776E8,40,0.6232979,0.28584155,0.7749131,1011.7569805048406
,Location #10265,10.873566,0.967486,0.30166668,6.355386089121094E8,40,0.22061732,0.2435087,0.59519595,1006.8805810809135
,Gbèzounmè,6.34192,2.044177,0.4125,0.0,10,0.109642364,0.55024666,2.5101032,1257.0932857990265
,Koutangou,10.363994,1.066482,0.34833333,6.22414767578776E8,40,1.0213422,0.2768295,0.67123115,1064.761237025261
,Serou,9.63812,1.720901,0.37416667,6.10528383578776E8,20,0.476682,0.4373845,0.6988574,1365.7330348491669
,Location #10337,10.746933,1.167942,0.33166668,6.297688952454427E8,40,0.63406444,0.30509898,1.0930713,1017.5381342172623
,Sèhouè,6.927083,2.208803,0.29916668,5.360359479121094E8,40,0.24459422,0.560534,0.61635447,1323.669821858406
,Boukombé,10.229112,1.045877,0.36083335,6.178929622454427E8,40,1.1697937,0.33489954,0.6181822,1097.6628459692001
,Bohicon,7.131544,2.199873,0.38583332,5.45932524078776E8,20,0.38753608,0.49114394,3.0819921,1220.9663299322128
,Comè,6.365996,1.876012,0.39083335,5.59037997578776E8,30,0.15554123,0.5873978,3.913258,1095.4967539310455
,Location #10236,6.921861,2.043058,0.34,5.41343061578776E8,10,0.98403305,0.6486865,1.0703666,1198.1981700658798
,Location #10334,9.616923,1.839251,0.3325,6.106832294121094E8,20,1.2142252,0.5376098,0.44705334,1333.6478954553604
,Location #10281,10.445729,2.881706,0.3175,6.381085957454427E8,40,0.3943591,0.37143221,0.23561151,1128.5402277708054
,Lètè,11.037429,3.5231,0.32750002,6.529878579121094E8,30,0.5903445,0.3595871,0.4304273,1044.7686812877655
,Location #10225,10.511406,1.248546,0.32083333,6.244779062454427E8,20,1.9364951,0.4108643,0.3013521,1096.3398500680923
,Possotomè,6.538812,1.957148,0.38583332,5.46331455578776E8,30,1.9029008,0.45623904,3.8353848,1280.535520017147
,Balimboli,9.048534,1.652995,0.33,5.96314406078776E8,10,0.3491399,0.575589,0.72793543,1416.4680070877075
,Dédomè,6.548189,2.039883,0.38916665,5.46331455578776E8,20,0.21932887,0.5184658,1.1924394,1289.4557218551636
,Location #10226,7.728078,2.684689,0.5175,5.529803422454427E8,20,2.9488668,0.44317472,0.27539667,1057.4748219698668
,Location #10258,10.995859,2.78803,0.32166666,6.51455621578776E8,40,0.3242902,0.2616989,0.7006819,1001.4340379685163
,Pira,8.493143,1.708044,0.28833333,5.88769793578776E8,10,1.0931696,0.5608092,1.2672341,1420.6838450431824
,Location #10145,10.425827,1.359588,0.30416667,6.213768967454427E8,40,0.45268613,0.38052243,0.6692894,1241.7481445074081
,Location #10095,10.168446,2.070997,0.31083333,6.270230647454427E8,40,0.97913724,0.35897967,0.6192486,1120.3286163806915
,Location #10157,6.860059,1.851932,0.3425,5.43928060578776E8,10,0.91035694,0.47746223,6.8453965,1176.0597479343414
,Donwari,11.213697,2.818834,0.33333334,6.536332714121094E8,40,1.3183833,0.23781289,0.7013191,930.5124481320381
,Location #10274,10.32394,0.971652,0.30166668,6.20437152078776E8,40,1.1024595,0.2860372,0.6161159,1118.6318301558495
,Location #10318,10.566958,0.80589,0.30166668,6.28688904078776E8,40,0.23587,0.250815,0.43767858,1082.6845101118088
,Founougo,11.481449,2.599834,0.325,6.555112254121094E8,40,0.23187147,0.2863839,0.5706246,919.8512387871742
,Location #10280,9.736555,1.513302,0.35166666,6.11421255078776E8,40,1.2680198,0.31753802,0.72132576,1314.3201506137848
,Founougo,11.462642,2.561796,0.3325,6.555112254121094E8,40,0.49778438,0.29214832,1.8648734,919.8512387871742
,Dogué,9.091889,1.921988,0.35333332,5.977010064121094E8,40,0.5533274,0.4134578,1.0136592,1393.0641103982925
,Bori,9.687132,2.449376,0.30916667,6.122548962454427E8,20,0.67123175,0.33258873,0.22591656,1200.1878300905228
,Boukombé,10.229262,1.029348,0.32166666,6.178929622454427E8,40,2.0798604,0.3536546,0.5935951,1097.6628459692001
,Location #10189,7.071598,2.34118,0.325,5.426045862454427E8,30,0.15576637,0.37967458,1.467487,1309.985377907753
,Location #10266,8.178284,2.561123,0.37416667,5.68338922578776E8,10,1.956593,0.43548277,0.22882329,1266.0170847177505
,Location #10088,10.763219,3.76671,0.335,6.51971157078776E8,30,0.6618143,0.3541661,0.13557076,1176.2175009921193
,Takotiéta,10.333681,1.041659,0.26,6.20437152078776E8,40,2.288928,0.3380586,0.71504396,1101.1168597340584
,Location #10089,10.556104,2.672375,0.2775,6.425656762454427E8,40,0.39436486,0.3146345,0.2652601,1096.7924753427505
,Manta,10.373256,1.061469,0.3825,6.22414767578776E8,40,1.2285022,0.30821872,0.712415,1064.761237025261
,Aledjo-Koura,9.308865,1.442389,0.35,6.03016592078776E8,40,1.8875695,0.37949875,0.8808091,1656.0972321033478
,Abomey-Calavi,6.520244,2.26154,0.66333336,5.391863947454427E8,20,0.2792333,0.45535684,3.2235665,1280.7117369174957
,Location #10289,11.439195,2.658989,0.3175,6.550180514121094E8,40,0.67380196,0.31688717,0.5536725,947.1810767650604
,Toucountouna,10.510789,1.400963,0.33083335,6.24006999078776E8,40,1.0510321,0.35363638,1.4135163,1126.6108585596085
,Location #10347,6.757937,2.271435,0.37,5.321815842454427E8,20,0.76206344,0.51855195,1.342491,1345.2329322099686
,Guénéssama,10.79536,3.424048,0.31,6.498497132454427E8,30,1.1569989,0.32367367,0.21407442,1138.015096127987
,Location #10237,10.548297,0.800365,0.32416666,6.26182324578776E8,40,0.90642124,0.2649716,0.3803264,1097.8441047668457
,Location #10083,7.148682,2.203608,0.38916668,5.45932524078776E8,40,0.5603611,0.35628513,3.0153427,1211.6034862995148
,Grand-Popo,6.325241,1.961897,0.31083333,0.0,10,0.07729086,0.31642708,3.532957,1258.9094398021698
,Koukoumbou,9.502449,3.037529,0.29166666,6.088321937454427E8,40,1.7860855,0.2873012,0.40928802,1199.337870657444
,Basso,10.522402,3.627742,0.31333333,6.467341867454427E8,20,0.555673,0.3814658,0.512881,1255.8336526155472
,Location #10184,10.581917,1.076408,0.30166668,6.274326799121094E8,40,0.7776984,0.33846658,0.34822798,985.6401015520096
,Adjagouémègon,7.446288,2.04443,0.3425,5.685112852454427E8,40,1.3248805,0.36774713,0.56011665,1215.580591917038
,Attan Idjé,6.934291,2.648555,0.37333333,5.246824102454427E8,10,0.859876,0.5801384,2.6850452,1251.0338307023048
,Yossinandé,11.399004,2.49425,0.31166667,6.551547637454427E8,40,0.8082401,0.26402253,0.77940345,988.2475092411041
,Location #10130,9.89321,1.812394,0.355,6.16487199078776E8,40,0.24478516,0.34329307,1.3102119,1335.9583718776703
,Location #10094,11.525646,2.625493,0.32916668,6.555112254121094E8,40,0.5521672,0.27142256,0.5133381,947.7464767694473
,Sanékou,9.457636,3.068711,0.34583333,6.10969529078776E8,10,1.5415751,0.44766355,0.43266034,1225.4524035453796
,Sègbohouè,6.390956,1.964747,0.435,5.553865862454427E8,10,0.077773795,0.5476499,2.419205,1202.8019081354141
,Sonsoro,11.103698,2.716368,0.32416666,6.523064207454427E8,40,0.17349178,0.28726923,0.99090827,1016.9371643960476
