village_name,longitude,latitude,population
Kalalé,3.8173639314472676,10.5827344977726,28
Bafounou,2.5324978878105386,11.41089963565633,142
Kétou,2.693713662492392,7.230330321111115,54
Kouandé,1.4594415996175711,9.98382707398207,49
Location #9598,1.1215750273524736,10.560231042976486,85
Location #9961,1.1162909228043725,10.55316812074632,80
Ouèssè,2.321753166764904,8.541178631327151,209
name unknown,3.0156386458864275,10.182638263151814,62
Location #8501,2.43633538069311,6.963939577171279,101
Location #5650,2.6025620434189283,11.384815216420554,168
Location #8052,2.064028410225031,7.248041785864398,106
Kalalé,3.044788138402407,10.105965275268124,59
Sè,1.8324973123601807,6.498574516164077,46
Location #5738,2.66042419349498,8.10971290149218,165
Location #7106,2.1429226503130585,6.7602752085031526,126
Sakété,2.7124257600274415,6.77901222255301,332
Féliciengon,2.0653635009493643,7.395136328690495,142
Gah-Guessou,2.432714431740538,10.341640037660776,54
Obé Gah,3.1315960345802005,9.54536602695932,41
Lalo,2.1187708354598804,7.347619485344909,54
Kalalé,3.504520484123875,10.431628202747694,44
Pobè,2.65385225014334,7.054122736139119,64
Pobè,2.686763982257562,6.965566060203645,59
Bopa,1.9039098982932159,6.734474040873118,41
Kpota,2.0297515214476523,6.37273695712553,358
Location #12401,1.1812750696030996,10.47179107708292,59
Namoutiaga,0.9509964375229405,10.47730775827148,49
Banikoara,2.513134525218052,11.220969096445264,64
Kalalé,2.946318840533106,10.111388899559937,85
Location #8576,1.2186868267299393,10.332205407806248,98
Kassèhlo,2.0353320154901478,7.424644929094396,52
Sirarou,2.685658757256229,9.587276442870289,23
Location #10284,1.6962102154370697,7.540711869163408,77
Dovi-Dovè,2.4000578430515285,7.1836768929697845,296
Simpérou,2.45737563966758,11.323091703452851,28
Goumori,2.2950136081578623,11.121398330116106,49
Worokpo,2.9734208454037336,9.860637723421524,1575
Boutou,1.512269937978249,9.432181417796455,44
Gantodo,2.183864375327262,10.861526770277525,36
Sanrou,2.8734519300383075,11.187478493046314,85
Location #14359,1.0103150140622617,10.636494228738306,49
Towi,2.5329583307155668,6.901895406990815,188
Dassa-Zoumé,2.2305540523173537,7.57187297483261,28
Alfa-Kpara,1.7776444317077131,9.621502806260708,36
Dabou,2.7410460362133278,10.184956953454627,34
Lokossa,1.8017966145351745,6.699737251207006,206
Bopa,1.8919827733814036,6.736172819488327,111
Savalou,1.9192264143400906,7.66007630137922,34
Pédé,2.9725612142522806,11.20916674197472,260
Tori-Bossito,2.1654092032003773,6.5169077570710865,77
Dogbo,1.6959366389563524,6.78520265832896,49
Ichaagba Adoundoun,2.637629351633493,7.085224316751142,59
Sakété,2.6293109338315537,6.81350216075566,152
Location #8248,2.670737696594731,10.54968667367759,103
Igoïssi,2.5973331569208313,6.969284592979803,21
Manigri,1.6723842390019856,8.931462865960983,82
Korontière,1.0018575934538094,10.294861083518418,41
Village de Detekpa Adjinangon,2.2188264461764957,7.261769113199386,544
Sakété,2.6766613297487836,6.7777810109048575,80
Savalou,2.091520928283088,8.099714643809138,477
Agatogbo,1.9171999516248432,6.391389446527058,113
Kalalé,3.2020973334355665,10.292165112359466,44
Tchaourou,2.4337413475902228,9.10911282931706,57
Location #11883,2.739715686613909,6.887652906762651,64
Location #9895,2.218107335651422,7.122798844730992,80
Founougo,2.5954050453988353,11.511186493044974,46
Kalalé,3.424080258596975,10.236519032813408,70
Grand-Popo,1.943486718724703,6.299354398323501,80
Dunkassa,3.181429714319192,10.34289472810258,119
Location #8341,1.706995176862101,9.46939859974427,103
Mininkouri,1.4859219746716492,9.82682158830383,232
Copargo,1.538675891735562,9.857963913560532,142
Location #6200,2.2772736309689754,7.128292249679782,149
Malanville,3.4911677595676878,11.540702420490124,49
Location #12808,1.0045319887952022,10.21792513323084,57
Location #9696,2.3097044194551395,6.7543023469140895,82
Location #6458,1.7509234783437793,7.5104560491102115,142
Location #6718,1.0886807403424874,10.48909552474727,134
Location #3148,2.8075592856303984,10.538144991471766,348
Location #6526,0.9343956863778595,10.4280444152756,139
Location #2614,1.9497495978885322,9.712426288843858,436
Dassa-Zoumé,2.4078361157784904,7.683920632880235,464
Savalou,1.9456423043069857,7.758156640563934,39
Ajentemei,1.694287646068459,6.801665979751541,490
Dunkassa,3.1617175581303942,10.33955564129516,90
Location #15087,1.8455893814245425,9.88963990190619,44
Lokossa,1.7498640737618387,6.728746036099852,201
Banamè,2.3759419020341133,7.26519652984567,51
Wonsiô,2.879735322792233,9.610938039606074,825
Nalouhou 2,1.6182573769648887,9.792714068926538,101
Kangourou,2.071746105477287,10.785563595231606,36
Allahé,2.2293521837345147,7.162510742664673,139
Natitingou,1.3064789263741248,10.216753895148917,90
Poto,2.5648428551369338,11.31982205276564,54
Cobli,1.0721215383548006,10.479935772510416,52
GBABA,2.8525145724740884,9.88028202481852,170
KORA SEKO KPAROU,3.417009778910078,9.933239197365074,175
Sori,2.8052328649483393,10.698241630543574,28
Baako,2.723625503758242,8.20653207229896,39
Location #8785,2.3649595830073484,11.131107707982247,95
Malanville,3.205563621974344,11.76598023777704,255
Aklampa,2.0997939343617955,8.216977684086675,72
Location #12250,2.411462321400166,6.799737074993654,62
Tchaourou,2.6263685720636554,9.032166432604454,90
Saah,3.062693946165221,11.230501331398079,93
Kokourogou,2.2822479102318094,11.25892904749327,46
Dogbo,1.8884748442732369,6.781745634961149,149
Location #4862,2.298807696456764,7.1445575167925295,204
Banikoara,2.5232218594440488,11.209954785749291,49
Location #6672,1.0825094248904623,10.563906864411893,137
Hounssagoudo,2.298311856833009,6.628979206546353,75
Tchaourou,2.4609086582597537,9.296729552763429,54
Kalalé,3.311338853663852,10.248325257751313,64
Djougou,1.7239128827014385,9.629590130198086,149
Dassa-Zoumé,2.1228807159695013,7.840808404865253,72
Ouaké,1.3947098986038087,9.785801204952262,119
Location #4347,1.4214662424531426,10.09778236545373,232
Savalou,1.7287922537977523,7.874163660674989,719
Location #9288,2.3192118624733373,7.500138195418597,88
Djougou,1.7482288514974313,9.715287372920706,57
Location #12197,2.3860162262238878,6.626649810652734,62
Location #3254,2.2579221598554233,6.772826284489921,332
Wodora,2.7210226380806835,9.924212888778573,794
Tchaourou,2.0681174492063197,9.362880370233833,52
Djanglanmey,1.8016735123111398,6.423763912734855,936
Houéyogbé,1.814469590007809,6.483643966913468,67
Location #3742,1.5821802209613436,9.402562337405644,281
Location #2271,1.4567960595508813,10.801523888801507,513
Location #9782,1.7599775811583847,6.4848428125833975,82
Djougou,1.6936674514865504,9.616876766527275,67
Location #6897,1.882236135521587,7.582315763419124,129
Location #16587,2.3601942066486044,11.138536256286642,31
Touko,2.8327596429640987,11.072351166227202,644
Location #14367,2.1241204401568283,8.47855951395389,49
Tchaourou,2.9957551043930466,9.093669579606864,54
Ouinhi,2.5095432682339998,7.143385241969102,647
Kouandé,1.815906012284379,10.120096180861877,34
Sakété,2.656403068034286,6.68697163947101,52
Savalou,2.008689021876226,7.99394358429613,77
Location #7679,1.0949663384420605,10.4567253732786,113
Location #2585,1.5584599091192521,9.906584235690355,441
Tori-Bossito,2.2586765237006547,6.516004360216536,175
Location #16600,2.191912567415823,11.097651279939136,31
Lobogo,1.9286314857156048,6.663866937692048,75
Galouzi,3.686797642441258,10.81672667011224,116
Awonou,2.539857497411147,6.755616985245807,85
Batran,2.3606960125591887,11.373539895885097,85
Boukombé,1.080841846549508,10.181082778578222,328
Location #14011,1.7593805134238933,8.24580648959613,52
Dimari,1.3314837000510555,10.343436696642533,106
Sèhouè,2.253187413773798,6.9012230672646915,90
Manta,1.0721334934727789,10.419835719685103,139
Kokiborou,2.3373434485118922,11.188553002281314,95
Tchakama,3.2934226421881396,10.925531017144088,611
Kalalé,3.256364881672954,10.239376922320583,273
Kpakpanin,2.506506143504021,8.782640152940445,691
Location #6978,2.7289627497378586,10.970330539470451,126
Ouenou,3.5142498344365998,9.996834681108107,52
Tayakou,1.1454604119817409,10.586527889914976,57
Bopa,1.9501424253668322,6.582437985572263,49
Bopa,1.9018432747093703,6.5991057638376365,180
Location #9725,1.2027777263381194,10.564866453136613,82
Kétou,2.714924894930282,7.39606635047432,101
Kodowari,1.5636477265881124,9.208731329712405,144
unknown hamlet,1.751025534411116,9.225287046943958,36
Malanville,3.4541108829687954,11.613123900983036,64
Kalalé,3.6137036739084816,10.56295487158237,28
Location #6711,2.688119723094905,11.383391352819157,134
Tori-Bossito,2.1171399099632957,6.579856010877714,80
Location #14074,2.8304182984650437,10.966759858054806,49
Location #16712,1.842850877882721,7.449937761180276,31
Location #5821,1.8255718753330834,9.484380197530717,162
Parakou,2.5736588857352913,9.270673115352032,57
Gbérou-Daba,2.947066106962323,10.22113336870572,62
Allada,2.0557448978527617,6.638801206962933,62
Datori,0.9016114316321132,10.361191577981637,75
Location #1021,0.9464043329013756,10.522322353202698,1229
Location #14942,2.593578810025822,11.565048296431813,46
Location #13595,1.134583833263806,10.638864933814302,52
Location #10577,1.6250234603125993,9.388207033822708,75
Location #1408,2.372440758400937,6.655238021220822,874
Gossorogui,3.016290433709153,9.503561710148972,52
Toumé,2.561626566561044,10.023412321469184,1278
Ko-Anagodo,2.6744076031316273,6.593232698452748,70
Malanville,3.231610192282771,11.639840391287432,44
Location #6166,2.7724299451801078,10.971001969194774,149
Kalalé,3.521805432593792,10.355233539198835,57
Location #15718,2.6036628734433545,11.292054572707006,41
Yékéna,3.1344710602625363,10.030878957529579,198
Setto,2.0070670469499636,7.491506240794947,345
Affèssèda,2.5964646744133923,6.925752233878773,111
Lafiarou,2.9942302354254475,11.176355431749972,180
Kandérou,2.5337744347551237,11.658763317617858,211
Kossou,2.0547978380966976,10.528099943481314,36
Pobè,2.6850384274021577,7.090268574205567,57
Erokoya,2.2987472159682336,7.819978311393267,224
Manta,1.110626178510114,10.368316615656848,41
Location #6384,2.27188145106994,7.491739545749484,144
Location #7721,2.1791223109899116,7.521513632360871,113
Location #17194,1.5504452900336891,10.74219492368792,10
Donwari,2.9079703417444107,11.142371133459438,77
Tchaourou,2.741763268196565,9.232509707503539,407
Kassakou,2.9166190204366407,11.086384504457964,206
Nikki,3.2776608578840056,10.00710117841374,59
Parakou,2.6399951438933864,9.277415885931479,796
Adjohoun,2.5086805350612225,6.651175286041629,188
Location #17173,2.1524420896365855,11.211317035232264,15
Djougou,1.6934436009475358,9.769797390865591,137
Za-Gohoumé,2.2481169223800053,7.202249484828218,44
Tchaourou,2.469953145031927,9.349400335278709,70
Natitingou,1.3572840358875382,10.306500897568057,126
Banikoara,2.292995982983536,11.319578154186232,31
Location #12073,1.7382261371003618,9.859395170129934,62
Location #10909,1.2243995753648715,10.4667950866171,72
Kétou,2.520742448331487,7.568241338681324,59
Savalou,1.9714680846159949,7.874913408507611,70
Location #5296,1.5810806360994405,9.926168127316704,183
Kambolé,1.636852288076285,8.774437412114732,168
Gambané,2.835898832546985,11.090998680286354,41
Kandi,2.8218496362781216,11.029477893235144,46
Location #5444,2.6183021605682995,8.129229454060797,175
Malanville,3.227694479540196,11.735711997605655,126
Location #14472,2.6547037225276653,11.292680338456185,49
Abidomey,2.535082303939289,6.740290684325441,57
Tchaourou,2.87345343147176,9.399711965455605,88
Location #5148,1.7574489578489783,7.397650514408144,191
Kountori,0.9814991389586885,10.410115372984148,276
Lobogo,1.9056960861330845,6.665032920434201,54
Donwari,2.8593182547906886,11.157597980872124,34
Kalalé,3.338051701556227,10.282724708101737,44
Ouenou,3.4102022373863563,9.984577898595639,345
Tanguieta,1.3393946882023133,10.683477630488477,142
Tagayé,1.3026629425470524,10.27841812580133,59
Pobè,2.6398497133626373,7.093123374810024,204
Nikki,3.3188949110960797,10.209369326364506,616
Pobè,2.642289492090485,7.100207577596068,103
Towi,2.5501311484324987,6.91513822663776,121
Location #3568,2.5232348654074297,6.865351993293949,299
Toumé,2.523466448935506,10.03772290662265,1858
Kandi,2.9791607474239283,11.194920814012807,106
Kalalé,3.3552646422898813,10.392307542017607,116
Location #14785,1.7786918782085295,8.56104059474684,46
Sakété,2.699801118793295,6.79856111416136,64
Simpérou,2.479139429352791,11.308160910381583,178
Location #12630,0.9849713087162884,10.48001072333831,59
Parakou,2.723267863646124,9.365143114196151,31
Location #15649,2.450274389563308,11.073283176427799,41
Houéyogbé,1.8736657728001926,6.483645537147818,155
Location #6723,1.9697263215495695,7.479166617164699,134
Mondara,2.0429287954453703,10.858437369383738,85
Location #9217,2.04699649456294,6.465809524446726,88
Démè,2.431787038868027,6.689802858395506,144
Sakété,2.6769840317292806,6.67075385275662,265
Founougo,2.541897070459376,11.553868675292673,139
Location #7835,2.401943360412205,6.80071202932548,111
Cobli,1.0261091516828655,10.541927668359314,255
Lokossa,1.750676736432786,6.598584826523674,77
Kandérou,2.5526075439152818,11.654470094255668,134
Cobli,1.0405584742544305,10.490525609379239,137
Basso,3.616832448011638,10.493508362861707,44
Korowi,3.6982847671508585,10.80445933489672,26
BANTERE,3.046749967516474,9.835318368307144,351
Kouandé,1.6115551008957232,9.996350102900783,90
Agbangnizoun,1.9804218142316685,6.997212178620909,407
Kandi,2.815940503780423,11.219662685054342,168
Location #14163,1.0255007158407239,10.45700697796322,49
Donwari,2.826076163383238,11.044976372445912,46
Kassèhlo,2.028219263615105,7.305016616019644,93
Adogbé,2.256722770536871,7.0155300666097915,546
Tchaourou,2.07696175710795,9.338347947184198,75
Location #6132,2.0668634629121674,6.475513952766636,152
Location #15298,2.279432726627436,10.307322764923477,44
Kouandé,1.85220185237424,10.488032784593193,67
Allada,2.120425306683699,6.6188039583889475,72
Lobogo,1.8833544604276067,6.693601301432873,214
Adjan,2.223300244288055,6.72833494482714,204
Ouèssè,2.6468688825080298,8.315218264078716,1827
Kokey-Sinkparou,2.5261942809505316,11.357261147401685,348
Ouaké,1.4911401531110449,9.563170104824968,152
Dipoli,1.0116823721826464,10.455605910148533,95
Location #9351,0.9652729246293456,10.896458156469237,88
Sèhouè,2.1980877275215285,6.919106675581844,54
Tchaourou,2.1106565726637343,9.342151218671672,59
Oko-Akaré,2.6677998474253313,6.913937570452552,77
Location #3624,1.6273885885066188,6.775120967312298,294
Kouandé,1.6570135898091196,10.163473314880948,80
Kérou,2.166050337810278,10.807308604650741,28
Kalalé,3.5198740203652905,10.410239665895073,165
Bohicon,2.1993308025815166,7.153139564200561,211
Location #6092,0.9546705458485774,10.85365981573951,152
Vanhoui,1.8499417335938617,9.552993060965065,121
Kétou,2.677508724206436,7.417398250366463,106
Location #14175,2.071825566165495,10.985583008214727,49
Location #15335,2.475232081022259,10.83596222605603,44
Kétou,2.5729424081251793,7.411938232217984,77
Angarédébou,3.057710698390019,10.022015248284987,134
Savalou,2.1082543995745056,7.909378575860689,98
Narerou,2.3237995323547684,10.115794822629116,1987
Location #11587,2.958372234281439,10.828852983892359,64
Location #2648,2.316501447708499,6.727242311574347,430
Kalalé,3.3474505462138455,10.365812695275016,168
Djègbamè,1.9819674817347455,6.3206806167273175,75
Lobogo,1.921579728210958,6.639841225689823,93
Kétou,2.68809278647499,7.200360218568637,77
Location #8553,0.8625648999561901,10.482713955311455,98
Natitingou,1.3197931003373036,10.323797736497292,41
Kaobagou,1.9529316871523656,11.006840114355688,825
Location #12730,0.9071433072238089,10.531905500124163,57
Boussoura,2.9026618246132045,10.364313937638041,299
Savalou,1.989863601660421,7.571040564976445,67
Sèmèrè II,1.4114487938629123,9.504399480818588,49
Nikki,3.4374993080100116,10.101431908470992,113
Akodeha,1.908459103076329,6.450467860285831,1421
N'Dali,2.6139610970625564,9.869479338344934,75
Kétou,2.6535858564004458,7.193559949936371,126
Tanta,2.2248757129634464,6.689262948420644,1276
Tchaourou,3.1514357074883814,9.306984652145255,126
GOURÈ TÉPEL,3.3502692307081574,9.924589135486718,178
Location #12148,2.514651994755611,9.909947029989592,62
Location #9435,2.749488743277498,11.173248294734233,85
Datori,0.8440090170227945,10.371095290379655,412
Sonsoro,2.782363390099621,11.092102037816595,54
Bagou,2.6869241116429383,10.753811036430772,39
Location #9173,1.3720209146116202,10.454175401588842,90
Location #13582,1.8956471237486598,7.433698451173325,52
Allada,2.192918908669623,6.626359326384615,518
Hio Houta,2.152928275078528,6.333630681478196,186
Dassa-Zoumé,2.1638474051648817,7.6972658135051155,191
Gouandé,0.9615239964004023,10.800729287516491,80
Tori-Bossito,2.193598714937309,6.482355410751361,119
Location #11792,2.179896409466323,11.315381805668034,64
Location #13411,2.5736840612238345,6.6293332081282585,54
Kalalé,3.6664931151256557,10.581129351209086,90
Parakou,2.5813334490910442,9.364745298418688,62
Lokossa,1.7806026478405894,6.650909870496097,858
Nikki,3.496431024923651,10.034954835515748,62
Manta,1.1239575759531597,10.327856954948661,88
Toura,2.366640507919578,11.199926217040833,88
Kokey,2.5725504190991795,11.406747354427953,232
Location #15604,1.3930891558496301,10.598420176482136,41
DANNON,3.089441837486035,9.785556414878714,265
Founougo,2.5726536075767052,11.526688574491672,139
Location #12732,2.25759552971755,6.731515588904631,57
Boutou,1.5249567047665378,9.403113367351073,62
Sakété,2.6789285139369,6.650672036908913,52
Sakété,2.6101102921017887,6.677173625327215,121
Pira,1.64633573178411,8.63648753640334,124
Kandi,2.901427474153604,11.147867525718437,62
Location #5244,1.6805413370550812,9.412888896765539,186
Allada,2.092334274559405,6.678034514520537,62
Location #15779,1.7902532715511554,9.08170204925439,41
Kpanla,2.6543650620234156,8.055527450936603,363
Location #5218,1.0485562383913412,10.435208820302755,186
Dassa-Zoumé,2.104927851525385,7.816678351043326,59
Gouandé,0.9388987327837718,10.77391933975074,95
Pobè,2.623340253205902,7.072851826023694,59
Savalou,1.664779881048967,7.6792675508146635,1495
Partago,1.5113751855931359,9.333967502163398,80
Gbékandji,2.547879180510721,6.6827087289551335,2188
Tchaourou,2.775335308252988,9.21190543937253,392
Location #6230,2.3402635276390678,6.697061657119357,147
Dogbo,1.8851419364871749,6.796867817265131,80
Location #2642,2.4498502369578397,7.230262213517644,430
Tori-Bossito,2.1928556865493882,6.489187701765888,149
Location #5390,2.598266809670203,11.378086091470937,178
Location #3950,1.3683044946467642,10.685711773827618,260
Takon,2.6337078530254265,6.680378200100798,116
Souarou,2.4511925314254466,9.798681952960495,39
Location #5357,1.8997647444604937,9.804467723602803,180
Koutangou,1.0824531892910998,10.36111082600565,54
Beket,1.9326696032558743,10.293078732626057,131
Location #11673,1.6389498585813869,9.894712400058257,64
Gounarou,2.9371423253653663,10.935918596270842,41
Binassi,2.7746701321145397,9.482900375964741,1585
Tchaourou,2.8591390969525943,9.282450912827201,601
Ouaké,1.4364566526800266,9.450273381409602,101
Iboto,2.4937305524190165,11.417302866748193,70
Location #8416,2.4878073806233294,6.873593415952186,101
Boukombé,1.0513115652258453,10.232223232444532,134
Kétou,2.4853891169338573,7.508755098034327,142
Location #11630,1.0219549091330324,10.582291967010436,64
Location #6997,2.329904060827307,6.814896776255905,126
Ouaké,1.3933669614346897,9.760352299501477,70
Igoïssi,2.6152691290822463,6.966697838871481,75
Houyin-Sègbèya,2.355368117554949,8.16562677025399,977
Sinkparou,2.901230830943588,11.152239869752995,64
Kassaguinin 2,2.977838500847425,9.491090834338605,103
Kokiborou,2.246432278855021,11.101824406326491,149
Tchaourou,2.145006776339479,9.17613289180988,72
Mondara,2.0383909539718474,10.83456621897685,168
Location #15062,2.6130842293617818,11.283214366567234,44
Tangbo,2.2781673906358004,6.581917948064144,193
Za-Tanta,2.154385171678093,7.256135958552491,389
Manta,1.0353243982772378,10.425017541718306,155
Ichaagba Adoundoun,2.6258232887872364,7.140451716391695,157
Dogué,1.9139172271791904,9.082091134511806,46
Location #17163,2.226783361615515,10.855006801269608,15
Location #7027,2.192341708339124,7.41422532062384,126
Location #13168,2.0480957025965325,6.484083606191706,54
Takotiéta,1.0812223539201373,10.306787793738659,44
Kpomassè,2.026471971606624,6.423963233711234,52
Natitingou,1.3483992200826327,10.189034745397684,49
Ouroumon,3.315072159308683,9.883165516306484,57
Pèrèrè,3.1940356911306282,9.674787300756083,1294
Location #10523,2.8546571328376182,9.578369751150298,75
Location #10246,2.5430818541445834,6.658599992924306,77
Tchaourou,2.339303522318153,9.226149535320754,72
Kalalé,3.56157217511749,10.430960877025525,178
Sakété,2.6745504238202336,6.814822127886605,376
Boutou,1.5363514025320961,9.434548098717913,70
Natitingou,1.2695840534323797,10.382550539536096,49
Savalou,1.694336757539446,7.934652812272355,155
Malanville,3.194354212783392,11.626176797068425,88
Tchaourou,2.8272433521502727,9.09498666024764,265
Ouèssè,2.5575636850510395,8.384253908390841,443
Location #5352,2.2874376371637366,8.234717434943942,180
Sakété,2.711199048060656,6.774028139704141,204
Kétou,2.6239210953488423,7.303394659423267,72
Founougo,2.6118490194672153,11.506510946810014,224
Dogué,1.8887771576249928,9.084458998658214,147
Location #5417,1.7457692144067054,9.566336730725007,178
Location #13824,2.8800009156721624,11.299165256920972,52
Location #12123,1.7238206262235227,9.983874258667834,62
Allahé,2.2242681807784486,7.149495162488193,67
Location #16253,2.060027260313942,10.50882927411506,36
Kouandé,1.7409968933423792,10.480638395712566,49
Savalou,1.972529529334545,7.7275440890207845,80
Tchaourou,2.4321193472677227,9.341088658804408,1750
Allada,2.098883789147131,6.6592720889971035,165
Gorouwon,3.7121203513194407,10.651591486756406,119
Allada,2.187259756370932,6.685174383274675,152
Kalalé,3.6082511540061213,10.48638644530701,52
Zoungou-Pantrossi,2.9704928382507214,10.786249336021458,106
Tchaourou,2.824764022628984,9.463762149578296,80
Location #15227,1.9383649379766166,7.403077939226861,44
Tchaourou,2.705397827826825,8.792248312377405,15
Houéyogbé,1.8993437939616513,6.481116967520517,345
Athiémé,1.6929153759174724,6.587789811315195,387
Location #1748,2.486020475392129,6.889577687031469,686
Tchaourou,2.564335432699368,8.8803746963822,147
FO DAROU,3.2458539828872053,9.69695732035677,420
Location #17017,1.848648544224249,9.882439406016575,23
Kandérou-Kotchéra,2.5523810495639188,11.632008896235348,88
Sakété,2.660868545921772,6.828948495144593,70
Materi,1.030840429703155,10.664336483540163,62
Kalalé,3.303104817644869,10.417761923738553,70
Tchaourou,2.8136091642888488,9.134239370829164,62
Location #13053,2.5766860851136655,10.594133968776486,57
Savalou,2.0156797034070952,8.027823047981494,44
Tèrampo,2.4103107507602903,11.617149090517184,454
Sissigourou,2.870938159579077,10.259598210115676,173
Location #3874,1.0675908929662397,10.300516845490854,271
Location #5945,1.404133671759567,10.657636692373794,157
Tchaourou,2.8755673542025586,9.118990552324865,119
Tchaourou,2.0669031301085465,9.338840732117294,90
Cobli,1.0090878172333289,10.460081465345034,191
Allada,2.013357249933171,6.595326789280171,235
Kétou,2.5276157746952954,7.304397821199409,93
Touko,2.8534535571283994,11.05463509634879,124
Koukoua,1.0994932806097706,10.225099729093575,70
Location #1233,2.267984790131163,6.771454516163109,1013
Savalou,1.6873196733879197,7.916950126316683,495
Kpomassè,2.031838532833979,6.459675360152389,358
Ouara,2.6814760411678398,10.654729802520528,23
Tchaourou,2.931959959732904,9.20744437273406,77
Dassa-Zoumé,2.316260969686505,7.777541404392318,39
Djougou,1.7300682490943124,9.726074191993622,142
Gbahouété Kpota,2.5732077594293035,6.975978931155501,1224
Tchaourou,2.733536080847901,9.099148742393716,39
Lobogo,1.9352644965198111,6.608322908980843,57
Dangbo,2.520101451882236,6.576850165652391,5441
Savalou,2.0341924126500115,7.838348235688493,95
Atindomè,2.316202236019521,6.706899287669191,183
Malanville,3.337996746040196,11.870266478778058,147
Gougnirou,2.44829787490896,11.419343665052747,39
Mougnon,1.9904410300212765,7.2447161779734675,90
Gnambèrè,2.570790996997616,9.747075657062915,41
Tchaourou,2.323046669749685,9.260004025084886,21
Lobogo,1.8651587781105041,6.730876421804487,72
Tanougou,1.3774646190349809,10.72388130222258,296
Savalou,2.1158315514220614,8.098007241305346,224
Sakété,2.640346418037011,6.810131868223031,70
Location #5887,2.7259832207362793,11.386513015014176,160
Dunkassa,3.138020860355466,10.311064529333615,343
Location #5699,1.951822912182076,9.672797001402564,168
Agonvy,2.5642020136199286,6.895397533983155,95
Tchaourou,2.4446137495313875,9.423005988465922,36
Kalalé,3.3644947003613432,10.223738938781842,1085
Yingnimpogou,2.4417980695978345,11.54026499395459,46
Tounga-Yacoubou,3.711175073581073,11.095520595912074,273
Location #8662,2.0976092197649168,9.764992773180461,95
Ifangni,2.721349712887238,6.737602131853447,64
Songorogougou,2.3635235671819044,11.261574142013206,101
Location #1810,0.9263273716042508,10.478493489204967,657
Yoko,2.6050544408403864,6.733765362294959,54
Kouandé,1.6158962699290398,9.984066353516056,139
Location #8860,1.3831517616571818,9.863546398472845,93
Kandérou,2.5212219284770327,11.565708348036612,52
Tchayagbangba,2.6386208766563652,8.211243251681998,72
Kpakpanin,2.4938950037568612,8.78351836790617,80
Location #15635,1.0486039226149726,10.486442947178627,41
Kétou,2.594357859174762,7.300997920544033,44
Kountori,0.911717490639473,10.39178386182048,46
Goumori,2.1844531369801596,11.142831878719063,142
Kouandé,1.5439640137167943,10.025200164264483,39
Location #5999,1.3631001495182595,9.840931093082759,155
Location #14778,2.544790461744154,11.579090783511718,46
Somè,2.127273544050113,7.271012017546108,1686
Location #8363,2.204763920650365,11.230518919047691,101
Simpérou,2.515444320462114,11.294623806210131,144
Allada,2.059754413854731,6.729332142722365,31
Gakpe,2.126187871954073,6.457802179134239,80
Dassa-Zoumé,2.1082391456259244,7.784717209506863,456
Bopa,1.9494265015600774,6.627493378824173,101
Kouandé,1.5521894746927776,9.986650987211094,106
Dassa-Zoumé,2.1929558347163924,7.585985056159558,41
Bopa,1.9613915189011895,6.609889642533525,175
BACOUBÉ,3.0574761523869047,10.093372196547307,281
Lolo,3.0354648554513943,11.283366527134284,23
Parakou,2.7377983121258738,9.351878028603686,46
Savalou,1.845619904394643,7.820243370530234,165
Location #16074,2.187010430141071,11.12499199496425,39
Sakété,2.669547692591383,6.800203313117069,67
Location #8241,2.604379498983719,9.62729748570405,103
Angaradébou,3.1795937357910953,11.307882682900823,41
Location #16331,1.9995386134631643,9.607193411986227,36
Location #9344,2.291390559230529,8.297746103579744,88
Allada,2.0291187505400776,6.687904393554671,309
Balouma,3.643839964059601,11.167492789203962,397
Gnanro,2.3870155363465133,10.368960400464498,36
Location #4738,2.0790420329817096,6.451805050714085,211
Location #1682,1.1701217402384871,10.481708637540992,714
Sèmèrè I,1.39313093952249,9.59797441164688,696
Ouèssè,2.730760006239733,8.63985379914453,52
Kalalé,3.530623564258786,10.465535277953594,1160
Goumori,2.191691053515792,11.21291508128421,39
Tanguieta,1.2568718891431732,10.605566331712081,62
Tchaourou,2.7985586749873614,9.11364222643712,41
Za-Gohoumé,2.226728704569724,7.1713415409749,209
Kalalé,3.0740267796744702,10.137370633225725,57
Pobè,2.652329883944556,7.098402319804531,131
Location #10955,1.152179577272267,10.151642284392413,70
Location #6946,2.6983703420959286,9.6176030952605,129
Location #3696,1.7666818658866192,7.419639382727548,286
Waranzi,3.4579286176630464,10.945047398493355,446
Angaradébou,3.163193471321239,11.302553457054957,41
Location #2687,2.49065391097029,11.49514342801268,425
Maga,3.3556966836170887,10.863177350326149,41
Goungbè,3.716846659777605,10.68445833644075,41
Kétou,2.556883796989181,7.2702270091575985,211
Kpoulou-Itchougan,2.579397978432535,7.029213508813377,34
Location #5111,2.1871486826241986,11.129580883475777,191
Onklou 1,2.015976231107728,9.467527042934266,129
Location #9201,1.8430072018403902,7.5576006249707754,88
Agbohougoton,2.0375167862045536,7.393251095214083,335
Batin,3.005237282839594,10.459509116659246,75
Kokiborou,2.2220386044610287,11.028250110232971,54
Abomey,1.9126269334731365,7.139893727826019,90
Toviklin,1.7862862472250838,6.830890128279744,814
Location #7528,2.2788356289422045,11.088217470227164,116
CHEIN TASSO,3.2418668875884524,9.75519904692236,88
Location #12497,1.0906276937731294,10.41997583962762,59
