village_name,longitude,latitude,population
Kalalé,3.165095966906491,10.184483720777122,1961
Pobè,2.6076759817681308,7.166496459358022,206
Toffo,2.0995665969833466,6.852479361805678,1224
Location #15134,2.6636472594146543,11.395264832309504,44
Location #9824,2.3621557188185256,11.090783332085534,82
Location #11025,2.867439175696486,9.633681954618291,70
Yoko,2.6324580835103277,6.723289379706353,95
Tayakou,1.1877668294990928,10.53840996338353,90
Tchaourou,2.7184217533089425,8.977023268204887,52
Location #15898,2.2069662662131155,11.123663988328301,39
Location #750,2.034867321912955,6.94647769538519,1668
OUNREA,2.9777534246189337,9.906252211149226,93
Manta,1.1009800962383876,10.373344276510458,106
Location #1093,1.9981421811946805,8.428208164991188,1142
Pobè,2.724617538477773,7.110786468086248,67
Akaradè,1.4318933285458455,9.369602263535969,62
Kinta,2.0006838690164996,7.072089066637448,80
Location #1217,2.750854281467605,11.404239949997052,1026
Kongou,2.905082257739297,11.215852961935415,72
Yossinandé,2.490359824697386,11.422237006984345,284
Sokotindji,3.4263953075322466,10.869017121200175,142
N'Dali,2.6361095634751295,9.848559785585385,39
Guessou-Sud,2.6735990838213493,10.035561450322465,62
Sonsoro,2.716368357191428,11.103698325194774,77
Beket,1.9936643010911963,10.263159346000927,149
Banikoara,2.4526565169839682,11.150254797898393,21
Location #11609,1.6722567854676866,9.906030722433904,64
Taba,1.6877552180761337,9.30443671439249,31
Boukombé,1.1207546205395993,10.19542180281058,137
Taba,1.6700054046902328,9.27109132759521,206
Souarou,2.445597650381615,9.801059110525209,4318
Kalalé,3.4484196005628798,10.193077477246993,271
Fondo,3.603706735486561,11.029951948804019,57
Manta,1.133986653388862,10.352863769863076,67
Dassa-Zoumé,2.3325987213602524,7.630503430873535,454
Adido,2.561580504711758,6.8439340095113,549
Kori,2.577426809747918,9.925770237906706,1299
Location #5570,2.1685948882167336,7.188667368086866,170
Goumori,2.331486742194652,11.158260568391581,144
Gbéssaka,3.4101331414518516,10.97056047310735,57
Location #15463,1.1679033807206542,10.536780218734622,41
Koukoua,1.1069001631238877,10.250873902287724,39
Location #16993,1.4982196837466841,10.645728702214239,23
Serekali,3.1487351652746955,9.994754900336881,41
Tchaourou,2.529884001933085,9.441903596543488,39
Location #12201,1.3339911225073207,10.05978482491119,62
Sompérekou,2.550061389089555,11.295034597512096,593
Allada,2.0652791293991792,6.743961520718673,129
Location #2862,2.572161819986422,6.866966883807045,403
Kouporgou,1.1273632350481593,10.237254989749742,82
Monlor Monlor,3.370806768857109,11.31666933374805,103
Grand-Popo,1.9455048346014565,6.307423929137196,41
Kpakpanin,2.622184139429745,8.822907002440783,52
Boukoubourou,2.2539561654404348,10.974504562956641,28
Boutou,1.5417571335380826,9.449066850241632,320
Bambaga,2.4620443384025226,11.585677353330402,119
Savalou,1.9155085827207696,8.018090864631922,1062
Kokey,2.5984546663133137,11.387349594481039,59
Koumagou,1.1403659197842124,10.15665527308933,90
Lobogo,1.9369538069632017,6.754691086490098,44
Location #16482,2.03565782092766,10.91875459702387,34
Djotinga,2.0480198487234316,10.990958896402946,62
Djondji,1.9977990843315845,6.307287829263133,222
Kassèhlo,2.018537762321444,7.361049890073972,495
Location #1412,2.152506887486961,7.19513975115092,889
Gnanro,2.4330676950807026,10.346355500837147,62
Tori-Bossito,2.2219816914239896,6.523078625947218,49
Location #4501,1.9329769545358972,7.258252983136428,222
Grand-Popo,1.7942634426481343,6.326136032714007,49
Bakou Bè,3.414765832225619,11.162496578685285,1278
Location #12163,1.4825950512898516,10.14981906924342,62
Gnémasson,2.0809985126636232,10.305568609966354,103
Anandana,1.477414104733667,9.876177796838046,98
Dogbo,1.7954458318828905,6.8442527313060015,416
Kokey,2.567942855735411,11.419126746921336,41
Location #11307,1.682790650655063,9.379990037361656,67
Toko Toko,2.0552602623910268,9.75080233803145,758
Gbahouété Kpota,2.5841595998954348,6.9634084410896655,124
Location #14956,2.6194055424957665,11.066838188544713,46
Kétou,2.661976059839078,7.213501792119609,103
Location #16742,1.642155564163243,9.341250821782543,28
Tori-Bossito,2.1024482753602545,6.540898323055046,108
Tchaourou,2.781403351147802,8.972332337833379,1026
Coussi,2.1317580144646344,6.860146601278723,265
Tchaourou,2.5804092438333113,9.261427465565923,34
Lokossa,1.8485789067770833,6.743172334249465,75
Location #6957,3.0494872275107836,10.328866409467485,129
Parakou,2.730761808081281,9.34383048835812,111
Location #14631,2.71376510798982,11.067225448726457,46
Kalalé,3.5437403026903853,10.259878266196663,49
Location #15038,2.5809628061955876,10.714648290811438,44
Location #16249,2.407694292187061,11.108992782697747,36
Tanguieta,1.231424730580222,10.692145037972145,85
Kouandé,1.7914782082869052,10.266224612670914,41
Tantéga,1.0381246282184158,10.838294517990148,157
Boukombé,1.0741514315120047,10.180283779656161,98
Tchaourou,3.0820995106296856,9.23324353320817,72
Bakou Bè,3.4100848739236023,11.159261149631226,160
Dogué,1.9258766336533693,9.129887282929543,41
Ouara,2.6764863592143957,10.69382143514435,36
Allahé,2.2240886979742793,7.160354909707044,57
Banikoara,2.4937218538668304,11.247282249721861,41
Kouandé,1.8109755905268048,10.086209774525141,240
Location #8396,2.4885423412041168,11.108602745413691,101
Kouandé,1.7102616958180414,10.022158770880813,46
Gbékandji,2.593978432302747,6.713007698336787,54
Bopa,1.9558851345031263,6.625787242901218,278
Ouidah,2.047440243759225,6.352000554169826,134
Location #6273,2.382168452909079,10.64917988995905,147
Tchaourou,2.982520973852362,9.217717059609138,77
Tasso,3.150323166095669,9.758902514967895,191
Angaradébou,3.0725599666437384,11.39304340777379,34
Tori-Bossito,2.0886763909775268,6.490869818338538,72
Ouèssè,2.7424986493141033,8.4940969991798,80
Location #9403,2.5773626256382527,8.173373973098835,85
Kétou,2.5057537758895756,7.418080284864493,98
KOTAGUI,3.405434053132066,10.079010665527937,57
Houédamè,2.5371180955632666,6.943059744495445,325
Kouandé,1.6976575498061806,10.043638114063823,39
Ichaagba Adoundoun,2.587547879735064,7.118864394402025,129
Dérassi,3.291395632922952,10.113587786609143,108
Location #4645,2.0696366474424033,10.17532480965732,214
Ouèssè,2.6823374725172866,8.337810066665343,101
Location #11153,2.2693810961818115,6.825879710343061,70
Boukombé,1.099264571549274,10.161997261026753,348
Location #15693,2.790116582627859,10.610177685609253,41
Location #2191,0.9783861219853832,10.681625865015054,536
Tchaourou,2.6649875999232,9.04161917541808,88
Boukombé,1.14150593794202,10.190587179322705,59
Tanguieta,1.1938007327202322,10.649648650765908,54
Banhoun-Kpo,2.6465968699164666,9.678695661139429,95
Djondji,1.9993863805422527,6.312575911244069,487
Location #2109,2.365240876415362,6.786858574200499,554
Dassa-Zoumé,2.233424901423953,7.809593257024325,137
DAKAROU,3.0283248086085317,9.896646665897702,124
Azizakouè,2.030278674601521,6.326880941925997,523
Agonlin,2.042457136034994,6.992625269100342,750
Location #6511,1.1284094559334201,10.425040074149623,139
Allada,2.1585647172753197,6.629539658349057,2278
Location #4147,2.214436127815863,7.117034942431554,245
Pobè,2.6193464001848548,7.076972385554145,85
Location #3290,2.3236919108920326,6.6973064021705735,327
Allada,2.0197776432343755,6.679837571161763,1567
Djanglanmey,1.8112495777012716,6.4011075061725515,64
Location #16833,3.0234111405037654,10.35612325033302,28
Allada,2.153944381574762,6.750685896016518,273
Pobè,2.650586559558473,7.123625333174621,44
Allada,2.094318935134715,6.698574474484327,3768
BANI KPAROU,2.890090802744601,9.986373820874011,44
Savalou,1.7805885164125654,7.67412177207793,49
Kandi,2.967863719151558,11.098258270248547,88
Location #14821,1.1150248727941832,10.439230268081179,46
Beket,1.9790868352858078,10.260068190724922,67
Ouèssè,2.289617561486097,8.477121457137002,160
Bako Maka,2.849025901177548,12.351801715183608,108
Houéyogbé,1.8985139443574386,6.4748133495804545,170
Kossou,2.075317746597685,10.60728468024367,57
Location #11656,1.7750882774850845,9.499787734379474,64
Lolo,3.0349558110798034,11.28849148619991,49
Ita-Djebou,2.5989261774503154,6.841751061112694,72
Natta,1.1370934720146477,10.217430402629333,106
Location #13770,2.0505436531372547,6.505672775787881,52
Sombouan,2.603155926986634,10.529798601051349,134
Guénéssama,3.434318291528904,10.804812749006055,49
Bopa,1.9766921747770054,6.6922090514531885,250
Ouidah,2.0804139845004035,6.3948784920938,59
Fondo,3.6144806916697165,11.028020673290971,44
Location #3053,1.1637441241476383,10.55619952879997,361
Parakou,2.594200372056745,9.289844331747327,44
Gnanro,2.4094568498810425,10.374255058340028,46
Athiémé,1.6901022820467342,6.555267873085707,46
Location #17137,2.703182917717504,10.601159074203617,18
Location #11052,2.4315855995359215,11.464100042800812,70
Ouèssè,2.5739848921598507,8.670173935240157,49
Location #1083,2.227736284965568,6.735528751102788,1155
Location #5398,0.841767722077397,10.493168467018187,178
Tantéga,1.0157548178520386,10.81316057430057,678
Location #3971,1.994556329740335,7.27961527367274,260
Location #2264,2.581766986766527,10.402444261452128,515
Location #15805,2.403152331934137,11.480061524361183,39
Tchaourou,2.4862985488715896,9.40138078479289,62
Location #15647,1.6559942808656938,8.883124621409172,41
Location #2278,2.1025133846354787,9.751450900820876,513
KORA SEKO KPAROU,3.433433548165853,9.938999379112829,54
Location #14372,2.6098483723770576,11.395388754750405,49
Location #8602,3.0413383118614354,9.715062475999646,98
Lobogo,1.944068139807409,6.607440453958046,268
Beket,1.9875310513375637,10.25817862562315,57
Kpomassè,2.0357672091788452,6.479891889604097,425
Allada,2.171059979573496,6.631458003723224,49
Location #9221,1.5999401253887369,9.916670738455478,88
Bagudo,3.6636417453782606,11.151505681480675,41
Ouaké,1.452358216388045,9.466516745771484,46
Kétou,2.652351386306257,7.2077286603496145,36
Ouidah,2.138924718445624,6.464511011016789,77
Kokey,2.5497370283283156,11.408614050305166,95
Kouandé,1.7261690428924412,10.027775107614534,54
Ouèssè,2.1580380920475917,6.387075730297647,98
Banikoara,2.4852014594688465,11.24232833901917,39
Pobè,2.7087069559641352,7.171300810637184,54
Ouaké,1.4921647333106332,9.525235507573322,77
Toucountouna,1.3919665183896794,10.49598591493317,1471
Ten-Dora,2.369794370211188,10.193787779379615,34
Kpakpa,2.3273074627700194,7.897576804070544,75
Tchaourou,2.573459633274868,8.905595581733555,237
Banamè,2.28339608940532,7.567655614219179,515
Ita-Djebou,2.5834598130955473,6.8477524087910915,119
Ouéssia,2.845741638441674,10.350391976923214,116
Kokourogou,2.2619766427396284,11.251451064199829,88
Tchaourou,2.8756799085937224,9.410198554731894,126
Kalalé,3.2004271520599175,10.079893415501118,75
Tchaourou,3.0035418062836485,9.237854556633861,82
Guéra-Nkali-Tassi,2.9068527432974696,10.30928746858108,93
Takotiéta,1.057260398816744,10.324077828190699,134
Tèpa,2.7476646513142144,9.919465112835153,70
Location #15181,2.2963840446864547,8.262531410790354,44
Location #7508,2.620975449777795,10.887717919309798,116
Sakété,2.7223092293554343,6.880089014490395,80
Sori,2.7658609674701213,10.738149370212026,106
Location #8874,1.8045527757287565,9.31224044152843,93
Kétou,2.6717243485878246,7.4233737997582425,157
Location #9216,2.775103451499957,10.951078692759395,88
Kétou,2.7215306102807513,7.226990827583815,75
Boro,2.9299214426580655,10.356181026547443,64
Location #13546,2.7416391345125035,8.215376621815563,54
Location #6191,1.6733482628714853,9.524505872668891,149
Za-Gohoumé,2.2258172006663965,7.186317359611692,90
Aledjo-Koura,1.4556352607222027,9.30223153389525,103
Location #13093,2.6755149135928837,11.39767664352313,54
Saah,3.053322144284482,11.232528905193758,88
Location #16841,2.7446630021346543,10.489093368895416,28
Location #7552,2.637291209375247,7.702871105086477,116
Location #5291,1.407195849107446,9.980237072391565,183
Aplahoué,1.7004484436388572,7.45858842700944,160
Location #6841,2.1372652422595424,6.784364752134325,131
Location #9687,2.5213095475326748,6.883767089175144,82
Location #6681,2.6170280719615877,11.568905691949272,134
Boula,3.1200353464221635,9.56109733631895,101
Tayakou,1.229255050603428,10.568108896785194,531
Tayakou,1.2286332171410541,10.557269496262373,258
Location #15726,1.4049210995253085,10.202396377520046,41
Dogbo,1.8108820350128598,6.79962694280838,490
Takon,2.6160479661695133,6.634147132454147,1936
Tchaourou,3.0164902678159193,9.148913941407384,59
Koutangou,1.0878550788527104,10.358933633137596,67
Location #7989,2.03827162392693,6.4058445519575455,108
Sandilo,3.165688698689376,9.516944115275777,44
KINTA,3.034310855807562,10.039381159782481,253
Tabota,1.0235431132221633,10.37293248255246,70
Barei,1.5585934001118598,9.69755076071021,799
Igbèrè,1.7609174539568246,8.972389918453276,101
Grand-Popo,1.8931269788408893,6.290206213923389,1255
Diguina,3.6006607453354,11.13906947785408,1348
Location #16246,2.0790631457646525,8.497589402186389,36
Sakété,2.586403450628613,6.644121724072609,119
Sandilo,3.1413357398891626,9.502787577812203,175
Aklampa,2.1090624017194104,8.210076841280888,209
Mongo,2.893630400587175,11.14762187099063,134
Goumori,2.2980777712136105,11.203535227350308,36
Sé,2.081153365110979,6.73574139292864,139
Toké-Banta,2.4135688474738153,11.312325043712201,57
Djidja,1.8832380400057533,7.394632673806074,111
Location #10569,2.3675514920389267,10.854343513036435,75
Location #16935,2.240722022960622,11.33573558537927,26
GOSSOGUI GOUREBABA,3.482288350149274,9.921286404099128,64
Bouroubourou,2.40287614167592,11.464264602659197,39
Location #8776,2.293207149178983,8.227386816631254,95
Location #3354,2.7572850033429823,10.747100249033146,320
Akoïtchaou,3.079526973177385,11.353696797038847,46
Yékéna,3.1018848603184623,10.021435946771351,155
Location #16774,2.2972811529862414,7.3881648034157905,28
Natitingou,1.2928511396192008,10.366004475287376,191
Ganoussirou,2.492157930299055,11.357065339254593,31
Kalalé,3.1550292397270328,10.312260828598816,54
Yossinandé,2.48825047983818,11.404049784831848,222
Kétou,2.740916856033952,7.33525682955731,80
Tori-Bossito,2.208590289687831,6.476678665812719,4400
Sado,2.7116396138461027,6.539336128700991,1469
Kétou,2.6933188520101323,7.2834845322435555,90
Location #10046,2.2695101359890644,10.310713215079483,80
Location #9375,1.728702276135253,6.489037792768503,88
Tori-Bossito,2.1409528087876017,6.514220428514755,72
Kétou,2.5617397487529097,7.196109524282624,312
Dassa-Zoumé,2.1483415213111026,7.811693440567451,46
Tchaourou,3.0950300882329205,9.193375241177062,54
Location #11000,0.9661487417866771,10.819249202145121,70
Datori,0.9298403362308117,10.375860070748814,168
Bambaga,2.4433618990994286,11.613518556699884,1134
Comè,1.8673944462342447,6.398969319514357,171
Location #10217,2.6582863459859714,6.632344349674949,77
Boro Gando,2.964915023473926,10.341687120819197,70
Location #14542,2.097907020958827,6.777638338429028,49
Ouidah,2.118058157720609,6.3824929804844786,1237
Kotokpa,2.1831200285620636,7.103249859086321,77
Location #4929,2.7310954089665485,11.382667233266039,201
Location #10016,1.752563397599342,7.370293106644264,80
Location #6674,2.628156739866717,11.256336356453216,137
Damè-Centre,2.1882062698027753,6.852506819007202,90
Nikki,3.315823878157062,9.996261691541529,196
Kangourou,2.0719861277259857,10.766886258304792,1034
Tori-Bossito,2.1984783072150984,6.593833122717015,52
Tori-Bossito,2.212389543273571,6.519413589467519,134
Location #15324,1.4045589304885135,9.989308244368749,44
Lobogo,1.9315312355463574,6.598510122872681,196
Tchaourou,2.344037518667159,9.278497822602295,26
Ounet,2.4477406741103183,11.10677258148902,26
Location #1536,2.2954226390115102,6.814597219015896,796
Kindogon,2.0815231866643593,7.426084888491472,108
Location #9506,2.0450851275255872,7.439200945973587,85
Kalalé,3.511673239487945,10.245884491936227,54
Location #11715,1.1498750338315038,10.204733845450905,64
Dassa-Zoumé,2.414126079557927,7.572308380362075,77
Savalou,1.9548732040602066,7.822279681021876,124
GANDO BAKA,3.0713268617810097,9.814883968064846,162
Pénessoulou,1.583443738106741,9.23050979558329,77
Parakou,2.670866342717459,9.363943298009941,49
Nikki,3.3590729015520266,10.057487450633765,229
Allada,2.011243776911301,6.613530942832887,180
Lobogo,1.9064004712449174,6.656200279153105,95
Kabagbèdè,3.0648060236202834,11.337254367270745,62
Kalalé,3.2989422626297085,10.19570883792143,2095
Pobè,2.6163080491512556,7.076891378869076,62
Savalou,2.0135106821136106,7.865922494734542,54
CHEIN TASSO,3.238247959881609,9.734868720936442,168
Houéyogbé,1.8872960748243903,6.503692682816211,974
Simpérou,2.4792588868008636,11.294649360187723,108
Location #16987,2.2568894828610686,10.96931179295412,23
Guinagourou,2.989949978556364,9.53604766022685,302
Location #9821,2.79627236897545,11.055048644617328,82
Location #16643,1.8358223026830913,9.475020200769642,31
Allada,2.0427917801994764,6.720638292860693,201
Kalalé,3.354006607907559,10.253479393441221,98
Ouaké,1.4076417256777378,9.69163697881611,80
Kétou,2.6549348829759727,7.211778443201481,70
Lokossa,1.8719670514259406,6.742911634123401,77
Peperkou,1.484645673395584,10.452323976445168,64
Tchaourou,2.507015068857805,8.836784728606188,49
Honhoué,1.8966355222910611,6.559839382047609,54
Koumagou,1.1415123587434057,10.168356955856503,39
Gbéssaka,3.409995462085665,10.953473777197066,131
Honhoué,1.932771860483127,6.561877128952787,428
Location #12396,1.0340865531685384,10.233736201515345,59
Founougo,2.5055642186208793,11.469152846119359,57
Setto,2.1207242322819932,7.501482631995102,420
Location #10837,1.8611657995370265,9.875607525771125,72
Location #10890,1.0383441363350026,10.57776156282036,72
Kpadé,2.8850020870570474,11.04063066836093,2508
Location #7637,2.548932420951329,11.576952186745741,113
Location #17187,1.5295701681059504,10.630920574435905,13
Lokossa,1.8316146136471343,6.754925303992462,302
Houègbo,2.1379724122458903,6.774746843065147,70
Grand-Popo,1.8377615656529729,6.295609253309164,111
Sein,3.495246149056579,11.292434644529115,211
Mari Gouangoun,2.905099322261883,12.349051476139174,62
Location #9155,2.0232179785209716,6.512078254740754,90
Location #4441,1.5847878994839895,9.929081035056617,227
Location #9362,2.1875817470744843,11.07593340729172,88
Gbian,2.8585894750439627,10.157438131521097,72
Banigouré,2.7566183706699863,10.849780511539679,113
Poto,2.5464904034165703,11.32111431668628,95
Ouinhi,2.494198323644467,7.145862728550343,129
Torioh,3.08187063278952,12.147286197696246,732
Location #13281,1.6469827889147717,9.153853863285603,54
Location #2700,2.1422696745667573,6.800583861729591,420
Bodi,1.5363545720575695,9.39466271296593,70
Malanville,3.410543424660558,11.729099098499683,111
Location #10377,2.675953671929907,11.142764229955267,75
Location #4037,2.4817826968176275,6.914357796403273,255
Location #6637,3.005174154234475,10.303440142916624,137
Kalalé,3.231734635266883,10.133990803219529,124
Location #10129,2.5970636088290466,11.206608307240916,77
Akiza,2.045428961097699,6.982483589969369,456
Copargo,1.5882799075454668,9.878647388796889,46
Kalalé,3.184496556929362,10.376855342176487,59
Kérou,2.07256558483674,10.749881091996839,500
Location #14964,1.7619243361008945,9.990402907413666,46
Toffo,2.1275977664221823,6.8196548111335575,1217
Serekali,3.1450806937356135,9.991723762169148,49
Location #13803,2.336514728918783,6.691640274071053,52
Boukombé,1.1104142763906772,10.201298004160636,124
Tori-Bossito,2.0611726922467755,6.5845125023255715,75
Tiélé,1.1860598944547154,10.705924627745846,34
Hlagba-Ouassa,2.2665420292273573,6.972677184436242,39
Kalalé,3.2931568657171573,10.219357406320944,101
Ifangni,2.7748360846545914,6.689042912680441,62
Tchaourou,2.872280794126811,9.120789944791861,111
Nazoumè,1.9604499871522436,6.3688153592194015,459
Sèmèrè I,1.4059569709043782,9.59341067717965,152
Pira,1.7233722368760722,8.506980495753531,62
Gaoudéa,3.5098911209275077,11.03755826230539,46
Cobli,1.0176021284210808,10.404298136261135,644
Atchabita,2.453890244272915,6.896377389390767,794
Location #13243,2.6306894789271045,11.535942155015013,54
Dassari,1.13446464160144,10.793287821158618,211
Houndossodégon,2.1286234993766366,7.4116447230113405,103
Dassa-Zoumé,2.2881494805192792,7.701310115376709,284
Allahé,2.2702962671989484,7.138082333396878,235
Goro,2.495167792117444,9.0189239797507,52
Kérou,2.164764217854924,10.81292683458639,52
Location #3098,1.0404650029252573,10.530598793164998,356
Location #12951,2.591870634868204,11.540549522605405,57
Djougou,1.6788566197091472,9.571178847988334,62
Sompérekou,2.591282642811429,11.270044212449687,405
Poto,2.5562028889759736,11.312161277467446,34
Kotokpa,2.186074524738122,7.110239213691229,54
Ouèssè,2.7329275671975095,8.655094821686294,358
Kalalé,3.09611310361875,10.261917371469147,168
Diguina,3.6042452037289285,11.150882241933713,36
Location #13241,2.5970586720381936,11.606100668501185,54
Kokiborou,2.418282627784969,11.280218298132892,62
Igbèrè,2.051612539608746,9.027591936651211,394
Bohicon,2.1489489386738274,7.140117270273451,853
Korontière,0.9362806346242151,10.308602834869264,52
Ita-Djebou,2.6295159157046273,6.849323304494588,57
Savalou,2.0283348340629406,7.975761553623197,88
Ojassa,2.756163422929821,7.040780201802818,101
Location #8673,2.6114159556532495,6.617803072776453,95
Dérassi,3.3154325344815865,10.151429423010672,564
Natitingou,1.3875514833306635,10.348771252512156,67
Location #3022,2.3954015045734516,10.99905886349686,366
Banikoara,2.5607042194290677,11.270330346831718,121
Tayakou,1.1811264093528306,10.5295362761872,126
Kalalé,3.084296232273084,10.21213429257257,108
Kouporgou,1.07865051974477,10.25922637038668,157
Wassa,1.6202277670049408,9.605751196254294,101
Lokossa,1.8512588996915398,6.750721831602085,98
Dan,2.1032594259381234,7.353116486599882,142
Sé,2.0807315260083614,6.745815441788513,64
Boukombé,1.065228312505398,10.25331838571014,44
Toko Toko,2.091392340839477,9.747993502813118,1425
Houéyogbé,1.8833326010253286,6.499184382658362,77
Ouèssè,2.5994594719079167,8.750996907441621,2278
Tchaourou,2.6100925139306366,9.027148585281962,250
Location #3963,2.560830893998673,11.503381688245396,260
Banikoara,2.492590418534384,11.227157929806541,36
Location #4468,1.6328861673272412,10.488271643268734,224
Wavina,3.40118753490835,10.742297419775548,41
Founougo,2.5810939713094503,11.509149719524466,52
Sirikou,2.360848936696495,11.201701750585233,72
Location #14377,1.8314749033785407,9.68726453140572,49
Gah-Winra Bodéde,2.7332601775153025,9.667072462017677,75
Beroubouay Peulh,2.669611204460653,10.505134714722619,54
Kokey-Sinkparou,2.5091654566487938,11.35669204428465,70
Avlamè,2.1444561827445208,7.0997087158912535,765
Tori-Bossito,2.2528072586199066,6.515851432757768,77
Ouadjito,2.000584013648677,6.521195541152113,1003
Location #13916,1.3346227651372768,10.039105356269609,52
Djidja,1.9919107528040805,7.3670860913216805,36
Ankouamon,2.4344554707713746,11.649420869289031,54
Kongou,2.9244536451035783,11.215603835857463,41
Barei,1.4393932574724808,9.64585330201692,44
Sinkparou,2.885070157032805,11.160386700557662,165
Doutou,1.8753355928972069,6.549526148290429,144
Ouara,2.603564915804682,10.704686364488717,44
Oko-Akaré,2.7008726191923325,6.913560852848132,3217
Tabota,1.0381132817449843,10.366397513464912,44
Ouidah,2.1457393930216067,6.36297942533182,405
Gandobou,2.684688774719159,10.832942137446814,49
Location #6622,1.82427794815479,9.780547338444935,137
Location #14478,1.6051411307680374,9.34424859921458,49
Location #5173,1.1355257434184534,10.503827844775584,188
Pobè,2.7007148468263056,7.076205264004918,72
Kokiborou,2.3531613209258335,11.217885907895434,28
Lokossa,1.7658510648770591,6.618602269590408,191
Location #2165,1.7354965887499199,9.594303063721402,541
Savalou,2.041621486927122,7.590043445332607,67
Adido,2.543038431993134,6.840611602040849,54
Location #5617,1.4235183660935133,10.203857268947685,170
Biguina 1,1.6431839818933924,8.893155583219409,394
Kalalé,3.290128559332028,10.404154223183804,119
Location #6936,2.5227560346706563,6.662657761770904,129
Location #5515,2.038040259287067,6.509122224425999,173
Location #9820,1.7771635424841006,8.601247566317422,82
DÉMA - GOUDÉMA,3.1779639994905913,9.740618601513518,247
Location #8109,2.6265430646490984,11.538063101926216,106
Malanville,3.4780966780660427,11.576353559790602,1072
Sougbégba,3.1622031423693544,10.92170039214912,10
Location #13023,2.1940994071233413,11.130204086137462,57
Bérékossou,2.1150770932968634,10.716018881127374,46
Dengou,1.7413631969236045,9.321601996035124,799
Location #15785,2.7917990600159492,10.981344574184314,39
Sori,2.75618012976853,10.73710576139063,52
GOTEL,3.3813082073752314,9.863736586421282,52
Allada,2.20039117485332,6.671264511179525,1773
Serekali,3.1385011177528557,10.019844385001349,54
Ouidah,2.136341928303917,6.469806087004949,75
Location #9075,2.0044155663945946,6.966052150923295,90
Lokossa,1.8150891294386484,6.736942114149686,162
Sassakou,3.032943309342587,9.523452318597169,175
Tchaourou,2.5237917103622554,8.806142248921416,314
Ikpinlè,2.5963239028311147,6.86261128751934,72
Kabo,3.0316391230204554,9.119296968376135,90
Location #5824,2.5927059516884463,6.8599676070399225,162
Natitingou,1.3654700956395898,10.263384669851662,474
Péhunco,2.0127642029851134,10.250129999627216,165
Location #8812,1.898120233567098,9.38274198238342,95
Perma,1.451264467297093,10.13785866932587,62
Natitingou,1.345201592918801,10.26057339794784,322
Sonsoro,2.783761767779853,11.059504926262033,88
Allada,2.1425366884455936,6.704477263765911,85
Ounet,2.4255889906100596,11.140187615724669,206
Banigouré,2.7562842987588683,10.845405031528696,62
Materi,1.093814322228204,10.68752907752281,75
Brignamaro,2.058874584197903,10.738222047848616,54
Malanville,3.1747481900214334,11.694956421417482,2910
Nikki,3.551135389099833,10.05985369282638,57
Ouèssè,2.6629294499380287,8.723364145924378,598
Dasso,2.4132438110064864,7.015433094703351,727
Kétou,2.653589210904196,7.469645358944166,41
Kassèhlo,2.015033563292669,7.381478215264146,680
Sanson,2.4193550543989515,9.293465190973233,121
Location #10994,2.5248746900396597,7.00085680030139,70
Abomey,1.973231113666831,7.205944774994057,80
Location #13725,2.1148894109631446,8.2000977670419,52
Ouèssè,2.5819459736028634,8.630563473597961,168
Korontière,0.9136905235306794,10.302711856959572,67
Gninsy,3.0229718910873626,9.600756158423206,98
Kalalé,3.3410074065504967,10.248134299794824,147
Zangnanado,2.358569936880524,7.234006189695246,149
Sèmè-Kpodji,2.5925793352557194,6.363540289820398,157
Donwari,2.8811235020551274,11.163310287815767,116
Location #12804,1.3849433969407987,10.436592777840705,57
Savalou,1.697788923771963,7.996932967787578,531
Dékanmè,2.017502043067852,6.544285568163872,296
Savalou,1.9925069725997848,7.565092958892437,111
Assigui-Gbongodo,2.523840740116367,6.742241575583284,201
Gouka,2.024290063128457,8.205705503436423,196
Kétou,2.6665092907523227,7.613280621155676,75
Dassarou,2.919873398732045,10.072277878059909,41
Batran,2.3496583617505697,11.391132166029694,95
Location #7684,2.6538070536947442,11.52407983810944,113
Location #8750,1.4693811487907324,9.969836556796126,95
Dassa-Zoumé,2.4044421528215145,7.707986880519963,371
Igbo-Assan,2.5702491937794796,6.804406479870819,90
Ifangni,2.770830618580993,6.7125308103688,433
Karhoum-Yaourou,1.452313432878121,9.82361891343569,606
Sompérekou,2.5612826240635007,11.227897150749047,271
Location #6311,2.4102174343754714,6.934880120125573,144
Djanglanmey,1.8147243472093266,6.40009882162292,90
Kalalé,3.1714785066736897,10.102918642214103,608
Location #8571,2.3921573614119844,11.010607223688512,98
Location #11881,1.0110356185158653,10.212695516503365,64
Bonyakou,3.0218284487667093,10.0875367947202,101
Location #15405,3.5326447653600392,11.199169160531293,44
Kétou,2.468936499730025,7.292592106481818,52
Agrimey,2.1499478052978724,7.001258249495041,1291
Kokiborou,2.3365076567813694,11.210286852909029,41
Goumori,2.170533375458049,11.22514792317803,49
Location #16012,2.77225230931898,11.01625606970232,39
Allada,2.219530639485776,6.718321593320163,183
Location #7382,2.094401296714317,8.22933667894538,119
Pobè,2.6937590388288215,7.000826930120188,59
Kétou,2.527112728350929,7.588186061222298,152
Location #5534,0.9387960613505495,10.865618221938252,173
Tchaourou,2.503179729935373,9.120576007240086,149
Soroko,2.381598417482954,11.34866951451601,59
Agbangnizoun,1.9007421088638377,7.123130525552232,340
Bouroubourou,2.3893668406756996,11.426239022809426,129
Location #11411,2.5967078846986325,11.474427242955791,67
